precio,marca,producto,Ean,Url,Categ
"$99,00",Carrefour,Papel higiénico hoja simple Carrefour 4 x 80 m.,7798159718985,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Limpieza/Papeles higiénicos/Productos Carrefour/Limpieza
"$81,00",Carrefour,Papas bastón Carrefour tradicional 700 g.,7798159719456,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Congelados/Papas/Productos Carrefour/Congelados y helados
"$55,00",Carrefour,Rollo de cocina Carrefour 3 x 50 paños,7798141718221,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Limpieza/Rollos de cocina y servilletas/Productos Carrefour/Limpieza
"$20,00",Carrefour,Galletitas pepas Carrefour 170 g.,7791720002872,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas dulces/Productos Carrefour/Desayuno y merienda
"$34,00",Carrefour,Puré de papas instantáneo Carrefour 100 g.,7791720016152,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,"Almacén/Purés instantáneos/Productos Carrefour/Almacén/Caldos, sopas y comidas listas"
"$102,00",Carrefour,Manteca Carrefour calidad extra 200 g.,7798152226326,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7054&p=2,"Lácteos y productos frescos/Mantecas, margarinas y levaduras/Productos Carrefour/Lácteos y productos frescos"
"$7,25
Por unidad
                                                                Llevando 2",Clight,Jugo en polvo Clight manzana deliciosa 7 g.,7622210812711,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Jugos/Jugos en polvo/¡¡CYBER MONDAY!!/50% Off en Supermercado/Jugos en polvo/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Jugos en polvo/50%Carrusel/¡¡BLACK CARREFOUR!!/2x1 en productos iguales/Bebidas/Jugos en polvo
"$7,25
Por unidad
                                                                Llevando 2",Clight,Jugo en polvo Clight naranja dulce 7.5 g.,7622210812797,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Jugos/Jugos en polvo/¡¡CYBER MONDAY!!/50% Off en Supermercado/Jugos en polvo/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Jugos en polvo/¡¡BLACK CARREFOUR!!/2x1 en productos iguales/Bebidas/Jugos en polvo
"$91,00",Quilmes,Cerveza rubia Quilmes clásica 1 l.,7792798007387,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Cervezas/Cervezas nacionales/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Cervezas/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Cervezas
"$40,00
Por unidad
                                                                Llevando 3",Sprite,Gaseosa Sprite sin azúcares 1.25 l.,7790895012365,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Gaseosas/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Gaseosas/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Gaseosas/¡¡BLACK CARREFOUR!!/3x2 con Mi Carrefour en productos iguales/Gaseosas
"$280,00",Quilmes,Cerveza rubia Quilmes 6 x 473 cc.,7792798012947,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Cervezas/Cervezas nacionales/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Cervezas/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Cervezas
"$924,00",Corona,Cerveza rubia Corona 12 x 355 cc.,7501064197918,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Cervezas/Cervezas nacionales/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Cervezas/¡¡GIGANTE!!/2do al 50% con Mi Carrefour en productos iguales/Bebidas/Cervezas/Corona
"$243,33
Por unidad
                                                                Llevando 3",Budweiser,Cerveza rubia Budweiser 6 x 473 cc.,7793147118846,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Cervezas/Cervezas nacionales/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Cervezas/¡¡BLACK CARREFOUR!!/3x2 con Mi Carrefour en productos iguales/Cervezas
"$373,33
Por unidad
                                                                Llevando 3",Patagonia,Cerveza rubia Patagonia IPA 6 x 473 cc.,7792798001927,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Cervezas/Cervezas nacionales/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Cervezas/¡¡BLACK CARREFOUR!!/3x2 con Mi Carrefour en productos iguales/Cervezas
"$98,67
Por unidad
                                                                Llevando 3",Patagonia,Cerveza roja Patagonia amber lager 730 cc.,7792798002351,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6698&p=2,Bebidas/Cervezas/Cervezas nacionales/¡¡CYBER MONDAY!!/30% Off en Supermercado/Bebidas/Cervezas/¡¡BLACK CARREFOUR!!/3x2 con Mi Carrefour en productos iguales/Cervezas
"$22,16",Molinos Ala,Arroz parboil dorado Molinos Ala 500 g.,7791120037566,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Almacén/Arroz y legumbres/Arroz/Precios económicos/Almacén/Productos IVA 0%/Almacén/Arroz
"$38,98",SanCor,Postre SanCor Sublime chocolate con dulce de leche 2 x 100 g.,7798321150056,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Lácteos y productos frescos/Postres/Precios económicos/Lácteos y productos frescos
"$45,60
Por unidad
                                                                Llevando 2",Rexona,Antitranspirante en aerosol Rexona invisible 150 cc.,7791293032481,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Perfumería/Antitranspirantes y desodorantes/Femeninos/Precios económicos/Perfumería/¡¡CYBER MONDAY!!/Perfumería/40% Off en Supermercado/Antitranspirantes y desodorantes/Cuidado personal/General/Rexona/¡¡BLACK CARREFOUR!!/2do al 80% en productos iguales/Perfumería/Antitranspirantes y desodorantes
"$37,50",Carrefour,Choclo amarillo Carrefour entero 350 g.,7798111009557,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Almacén/Enlatados y Conservas/Productos Carrefour/Almacén/Precios económicos/Almacén/Productos IVA 0%/Almacén/Enlatados y conservas/Conservas de legumbres y vegetales
"$49,61",Cunnington,Gaseosa Cunnington cola sin azúcar 2.25 l.,7790639002003,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Bebidas/Gaseosas/Precios económicos/Bebidas
"$51,49",Arcor,Mermelada Arcor durazno 454 g.,7790580509507.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,"Desayuno y merienda/Dulce de leche y mermeladas/Mermeladas, dulces y jaleas/Precios económicos/Desayuno y merienda"
"$39,90",Apóstoles,Leche entera Apóstoles 1 l.,7798338290110,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Lácteos y productos frescos/Leches/Leches enteras/Precios económicos/Lácteos y productos frescos/Productos IVA 0%/Lácteos y productos frescos
"$76,00",Axe,Desodorante corporal en aerosol Axe black 150 cc.,7791293028781,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Perfumería/Antitranspirantes y desodorantes/Masculinos/Precios económicos/Perfumería/¡¡GIGANTE!!/Perfumería/Antitranspirantes y desodorantes
"$15,11",Traviata,Galletitas crackers Traviata sandwich 101 g.,7790040872103,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7074&p=2,Desayuno y merienda/Galletitas bizcochitos y tostadas/Galletitas de agua/Precios económicos/Desayuno y merienda
"$72,90",,Banana x kg.,2300453000007.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Frutas
"$39,90",,Pera x kg.,2320035000003.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Frutas
"$84,00",,Champignones blanco 200 g.,7798010462002,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Verduras
"$219,00",Huella Natural,Tomate cherry rojo Huella Natural x kg.,2303319000005,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Verduras
"$49,90",,Papa en red x kg.,2303210000005,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Verduras
"$79,90",,Tomate perita x kg.,2320048000007,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Verduras
"$128,90",,Berenjena negra x kg.,2320042000003,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Verduras
"$49,90",,Limón x kg.,2320003000004.jpg,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Frutas
"$42,90",,Mandarina x kg.,2306740000002,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Frutas
"$109,90",Huella Natural,Manzana red Huella Natural x kg.,2303522000007,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=6839&p=2,Frutas y verduras/Frutas
"$35,80",La Martona,Leche entera La Martona 1 l.,7790742186102,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Lácteos y productos frescos/Leches/Leches enteras/Precios económicos/Lácteos y productos frescos/Productos IVA 0%/Lácteos y productos frescos
"$43,80",Bonafide,Turrón crocante de maní Bonafide 100 g.,7792360071686,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$48,90",La Serenísima,Leche entera La Serenísima 3% sachet 1 l.,7793940448003,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Lácteos y productos frescos/Leches/Leches enteras/Productos IVA 0%/Lácteos y productos frescos
"$47,80",Verónica,Leche larga vida descremada Verónica 1 l.,7794710010024,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Almacén/Leches en polvo y larga vida/Leches larga vida/Lácteos y productos frescos/Leches/Leches descremadas/Productos IVA 0%/Almacén/Lácteos y productos frescos
"$69,00",Yogurísimo,Yogur cremoso entero Yogurísimo con zucaritas 164 g.,7791337613027,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Lácteos y productos frescos/Yogures/Yogures enteros/Productos IVA 0%/Lácteos y productos frescos/¡¡CYBER MONDAY!!/30% Off en Supermercado/Lácteos y productos frescos/Yogures
"$47,50",Lucchetti,Fideos spaghetti Lucchetti 500 g.,7790070318282,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Almacén/Fideos largos/Productos IVA 0%/Almacén/Pastas secas
"$39,90",Apóstoles,Leche descremada Apóstoles 1 l.,7798338290103,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Lácteos y productos frescos/Leches/Leches descremadas/Precios económicos/Lácteos y productos frescos/Productos IVA 0%/Lácteos y productos frescos
"$47,50",Lucchetti,Fideos tirabuzones Lucchetti 500 g.,7790070318329,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Almacén/Fideos guiseros y para sopas/Productos IVA 0%/Almacén/Pastas secas
"$33,20",Molto,Puré de tomate Molto 520 g.,7791579001132,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Almacén/Enlatados y Conservas/Conservas de tomate/Productos IVA 0%/Almacén/Enlatados y conservas
"$33,30",Yogurisimo,Yogur firme entero Yogurísimo vainilla 125 g.,7791337960817,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Lácteos y productos frescos/Yogures/Yogures enteros/Productos IVA 0%/Lácteos y productos frescos
"$48,90",La Serenísima,Leche entera La Serenísima 2% 1 l.,7790742034922,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=7491&p=2,Lácteos y productos frescos/Leches/Leches enteras/Productos IVA 0%/Lácteos y productos frescos
"$51,00",Bonafide,Turrón de maní con chocolate Bonafide 100 g.,7792360071693,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$43,00",Bonafide,Turrón de maní y miel Bonafide 100 g.,7792360071709,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$63,00",Bonafide,Turrón de maní con miel tipo cremona Bonafide 200 g.,7792360091615,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,"Golosinas y snacks/Bocaditos, confites y turrones/¡Felices Fiestas!/Turrones"
"$145,00",Carrefour,Pan dulce Carrefour con frutas 400 g.,7798033333945,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,Desayuno y merienda/Budines y magdalenas/Budines y bizcochuelos/¡Felices Fiestas!/Pan dulce
"$299,00",Fabesa,"Árbol de navidad 0,90 m. vesubio Fabesa 1 u.",7798003381013,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,¡Felices Fiestas!/Deco navidad
"$449,00",Fabesa,"Árbol de navidad 1,20 m. vesubio Fabesa 1 u.",7798003381037,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,¡Felices Fiestas!/Deco navidad
"$3.299,00",Fabesa,"Árbol de navidad 1,50 m. pino montaña Fabesa 1 u.",7798003381549,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,¡Felices Fiestas!/Deco navidad
"$1.299,00",Fabesa,"Árbol de navidad 1,50 m. pino tipo alemán Fabesa verde 1 u.",7798003381624,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,¡Felices Fiestas!/Deco navidad
"$849,00",Fabesa,"Árbol de navidad 1,20 m. pino tipo alemán Fabesa 1 u.",7798003385837,https://supermercado.carrefour.com.ar/infinitescroll/ajax/category/?id=8750&p=2,¡Felices Fiestas!/Deco navidad
